IlmnID,Relation_to_UCSC_CpG_Island,CHR,Infinium_Design_Type
cg21587413,,3,II
cg00769590,S_Shore,12,II
cg21555143,,11,II
cg25283323,,3,II
cg23364266,,7,II
cg13846183,Island,16,II
cg07913911,N_Shelf,16,II
cg07402062,N_Shore,16,II
cg15860848,,2,II
cg08527913,,6,II
cg09083465,,8,II
cg03785860,,16,II
cg23417637,,2,II
cg10530396,S_Shelf,2,II
cg17074762,S_Shore,X,II
cg09864457,Island,19,II
cg05767272,,16,I
cg09252539,,12,II
cg22866385,,4,II
cg05504413,N_Shore,20,II
cg12549411,,21,II
cg19468028,Island,22,II
cg13622209,N_Shore,12,I
cg10354408,,10,II
cg22549797,,16,II
cg06058311,N_Shore,8,II
cg26735135,N_Shore,7,II
cg22871604,Island,1,II
cg23506901,N_Shore,21,II
cg03263997,,20,II
cg13757024,,12,II
cg22649617,,22,II
cg26561212,,7,II
cg10181028,,2,II
cg05336477,,16,II
cg15718555,,2,II
cg17330093,,6,II
cg05339292,,7,II
cg00738178,,1,II
cg19798170,,11,II
cg01506154,S_Shelf,1,II
cg07700028,,18,II
cg22441683,Island,12,II
cg04376379,N_Shelf,11,II
cg13890706,Island,10,II
cg19463706,,2,II
cg21511069,Island,9,II
cg08101139,,19,I
cg15475466,N_Shore,1,II
cg25718489,,12,II
cg18447488,S_Shore,1,II
cg08491575,,11,II
cg12791065,Island,15,II
cg13104775,,4,II
cg04873188,S_Shore,2,II
cg20769477,,2,II
cg11099600,,3,II
cg00288559,S_Shore,4,II
cg26050864,S_Shore,1,II
cg07048017,S_Shore,1,II
cg00880872,N_Shore,9,II
cg11780768,,5,II
cg00968020,,7,II
cg15505534,,6,II
cg13507637,,3,II
cg04338547,,9,II
cg01407834,,12,II
cg02143099,,21,II
cg05854698,N_Shore,10,II
cg23316791,,2,II
cg02888092,S_Shore,2,II
cg23606286,Island,1,I
cg23804764,,4,II
cg25498326,S_Shore,19,II
cg23021076,,3,II
cg06967696,S_Shelf,19,II
cg12900807,S_Shelf,12,II
cg15272684,S_Shore,1,II
cg03169390,,11,II
cg12566071,,Y,II
cg13495521,,1,II
cg22697786,,7,II
cg01996799,N_Shore,2,II
cg11870037,Island,6,II
cg17306848,S_Shelf,14,II
cg11848350,,9,II
cg07347256,,16,II
cg00652594,,22,II
cg26229591,Island,5,II
cg26520874,S_Shore,3,II
cg20256009,,1,II
cg24332435,,4,II
cg09999250,Island,5,II
cg16414614,,14,II
cg10164211,,X,II
cg11157486,,14,II
cg02003233,N_Shore,6,II
cg08193681,,12,I
cg07295550,,5,II
cg20629587,Island,15,II
cg06922246,,1,II
cg12040750,S_Shore,2,II
cg24409063,,17,II
cg16087498,,5,II
cg23042897,,5,II
cg03732006,,1,II
cg08315899,,3,II
cg20547031,,7,II
cg22321267,Island,7,II
cg00267451,,17,II
cg21275786,,14,II
cg03580787,,1,II
cg21860029,S_Shore,14,II
cg16931465,S_Shore,6,II
cg04952999,,2,II
cg00153082,,3,II
cg07892915,,4,II
cg12569378,,15,II
cg15248512,,9,II
cg10829207,Island,16,II
cg15842400,Island,21,II
cg21246431,Island,3,II
cg07489198,N_Shore,20,II
cg02533339,,16,I
cg11708224,,8,II
cg22715094,Island,6,II
cg23953511,,8,II
cg14022896,,12,II
cg11107560,,2,II
cg11109538,N_Shelf,19,II
cg11595634,,2,II
cg08585379,,5,II
cg17177069,,3,II
cg01930417,Island,11,I
cg27435138,S_Shore,19,II
cg22561329,N_Shelf,19,II
cg24711094,,11,II
cg07338715,S_Shore,2,II
cg06334921,,11,II
cg11508013,,6,II
cg24343150,,6,II
cg26628907,,17,II
cg06923233,N_Shelf,16,II
cg02701435,,19,II
cg08057947,,6,II
cg09356916,,4,II
cg01155325,,15,II
cg08691806,,1,II
cg08944029,,5,II
cg14200842,,9,II
cg26552897,,1,II
cg07862738,,14,II
cg17759318,N_Shelf,8,II
cg20830447,N_Shore,12,II
cg17084941,,2,II
cg01842067,,6,II
cg09836210,,3,II
cg20234817,S_Shore,11,II
cg06586328,,11,II
cg10610949,Island,10,II
cg19821404,,6,II
cg23615676,Island,5,II
cg17391845,S_Shore,9,II
cg01592662,S_Shore,16,II
cg02277735,,9,II
cg21438192,Island,1,I
cg25131451,,14,II
cg04622251,,4,I
cg08165879,,6,II
cg23372694,,12,II
cg26368826,,22,II
cg02105326,Island,2,II
cg08316955,,11,II
cg20968439,,14,II
cg09546359,N_Shore,5,I
cg26984593,,10,I
cg07935727,,4,II
cg07449205,N_Shore,X,II
cg27139067,,7,II
cg17467243,,8,II
cg01970536,,17,II
cg01338705,,6,II
cg01834481,,7,II
cg14967987,,4,II
cg27119412,,10,II
cg01714921,,1,II
cg07309274,Island,16,II
cg07394122,,3,II
cg25171858,,6,II
cg06332964,N_Shore,22,II
cg00433611,,1,II
cg21223577,S_Shelf,15,II
cg06089512,Island,4,II
cg03693943,Island,9,I
cg23321781,,7,II
cg15923359,,8,II
cg27248980,N_Shore,21,II
cg26486069,S_Shore,X,II
cg25073851,,20,II
cg14973055,,17,II
cg22063321,N_Shelf,6,II
cg18684180,,2,II
cg14118272,,1,II
cg10493185,,17,II
cg08558886,,2,II
cg19586709,S_Shore,12,II
cg03585447,Island,15,II
cg03935546,S_Shelf,1,II
cg05923126,,6,II
cg12429457,,1,II
cg17846976,,17,II
cg20840297,,22,II
cg25682386,,12,II
cg02037857,,3,II
cg00702719,Island,6,II
cg13105945,Island,17,II
cg08310058,,10,II
cg21666867,S_Shore,12,II
cg11157253,S_Shore,15,II
cg26178974,N_Shelf,17,II
cg13834913,S_Shore,9,II
cg25740513,S_Shelf,3,II
cg23465732,,7,II
cg26715794,,15,II
cg07104116,S_Shore,16,II
cg21484547,,13,II
cg10929136,,6,II
cg10872212,Island,3,II
cg07221204,Island,15,II
cg24094897,,5,II
cg05345349,,2,II
cg11144701,,10,II
cg03440683,,15,II
cg16504439,,4,II
cg10705617,,7,II
cg20386586,Island,18,II
cg14032734,,9,II
cg00108992,,16,II
cg04657461,S_Shore,16,II
cg02468355,,3,II
cg15397200,,2,II
cg21847220,,10,II
cg17450434,,20,II
cg15074995,,4,II
cg00865505,,12,II
cg22676735,,5,II
cg25003014,,16,II
cg18457737,,11,II
cg04870753,,3,II
cg11389437,,1,II
cg16302916,,14,II
cg03927566,,7,II
cg26695444,N_Shore,10,II
cg15281051,,10,II
cg03166265,Island,4,II
cg00567355,,4,II
cg13669465,N_Shore,10,II
cg09454251,,11,II
cg19565186,,20,II
cg03084214,N_Shore,7,II
cg06873106,Island,5,I
cg19642477,,3,II
cg06431188,N_Shelf,19,II
cg23151649,,7,II
cg12401651,,1,II
cg20759857,,22,II
cg05074834,,4,II
cg15453392,N_Shore,3,II
cg18123319,Island,4,I
cg03899476,,4,II
cg08193363,N_Shore,13,II
cg13892570,N_Shore,1,II
cg14025589,,9,II
cg22796604,,11,II
cg04849227,,7,II
cg18686547,,2,II
cg06598760,Island,7,II
cg01065563,S_Shore,12,II
cg15310349,N_Shelf,8,II
cg13403488,,17,II
cg13661828,,8,II
cg03079208,Island,4,I
cg00809154,N_Shore,10,II
ch.15.23774000R,,15,II
cg17847560,S_Shore,9,II
cg24092253,Island,20,II
cg16006165,S_Shore,2,II
cg03395198,N_Shore,1,I
cg00564163,,7,II
cg04742556,Island,4,II
cg07892789,,22,II
cg18328837,,19,II
cg22764341,,4,II
cg17602549,,1,II
cg24281697,,13,II
cg24118877,S_Shore,11,I
cg24437859,,12,II
cg18001332,,6,II
cg25601040,N_Shelf,4,II
cg21575929,S_Shore,5,II
cg06240690,,2,II
cg03347944,Island,1,II
cg25236525,,X,II
cg22012477,N_Shelf,6,I
cg12590774,S_Shore,5,II
cg04330421,Island,14,II
cg23679824,,5,II
cg08473725,N_Shore,20,II
cg04854073,,2,II
cg21167761,N_Shelf,11,II
cg03640203,N_Shore,20,II
cg24505144,,10,II
cg05321258,,18,II
cg12892680,,X,II
cg20481419,,12,II
cg14178689,,10,II
cg07444473,N_Shore,2,II
cg08029185,,22,II
cg09353126,,1,II
cg25821550,,7,II
cg26153688,N_Shelf,1,II
cg01227084,Island,19,II
cg13045500,,17,II
cg02994773,N_Shore,1,II
cg07505159,,18,II
cg26821115,S_Shore,6,II
cg16916688,,6,II
cg05908615,S_Shelf,12,II
cg15417275,,10,II
cg09536738,Island,2,II
cg22525688,,7,II
cg22459470,,1,II
cg20445094,,12,II
cg11660815,N_Shelf,20,II
cg11637481,Island,14,I
cg13253150,S_Shore,8,II
cg02029665,S_Shore,22,II
cg12524311,,6,II
cg22239852,,6,II
cg14830530,,12,II
cg06449313,,2,II
cg01999295,Island,3,II
cg19239582,,4,II
cg11511084,N_Shore,17,II
cg15631192,,10,II
cg05469151,,9,II
cg15757615,N_Shore,2,II
cg14903375,,4,II
cg11874451,Island,3,II
cg13381629,Island,14,II
cg01862363,S_Shore,17,I
cg13089452,,X,II
cg25069761,S_Shore,13,II
cg00394712,Island,1,II
cg02278864,,1,II
cg24187909,,13,II
cg06147398,,21,II
cg21879884,,20,II
cg22174727,,2,II
cg12237553,,10,II
cg01873886,N_Shore,14,I
cg14242696,S_Shore,14,II
cg07494335,,3,II
cg22478544,,5,II
cg12643109,,20,II
cg17160094,,4,II
cg07021810,N_Shore,6,II
cg10239476,,1,II
cg01601198,,6,II
cg02557563,,X,II
cg16873016,,9,II
cg15130076,,10,II
cg05672146,,6,II
cg21123366,N_Shelf,2,II
cg15469001,Island,1,II
cg00075956,,10,II
cg13759953,,15,I
cg23900866,,12,II
cg05727665,,3,II
cg15072735,Island,9,II
cg12187169,,1,II
cg08559141,,20,II
cg02368737,,12,II
cg14695814,,12,II
cg14493899,S_Shore,6,II
cg14191277,,1,II
cg03668076,S_Shelf,1,II
cg27311092,,16,II
cg26816399,,22,II
cg24954590,Island,5,II
cg02247582,S_Shore,2,II
cg26448609,,7,II
cg08077981,,12,II
cg03386794,,5,II
cg12663303,,6,II
cg18449068,,2,II
cg20067359,,1,II
cg18661559,N_Shelf,19,II
cg20660120,,8,II
cg03405128,N_Shore,4,II
cg25023057,Island,1,II
cg25750209,,2,II
cg02650017,Island,17,II
cg13328722,,1,II
cg02028617,,6,II
cg08202743,,11,II
cg17105249,,4,II
cg26678383,,1,II
cg02325316,N_Shore,3,II
cg16509919,,X,II
cg20751045,,4,II
cg14792155,,15,II
cg09385936,N_Shelf,14,I
cg02901139,N_Shore,1,II
cg16361876,,1,II
cg24087497,,12,II
cg02092102,Island,7,II
cg08858464,N_Shelf,1,II
cg17987292,,11,II
cg17730675,S_Shore,19,II
cg19279087,,6,II
cg05046771,S_Shelf,3,II
cg07227926,Island,12,I
cg24748082,,14,II
cg01672546,,7,II
cg10520740,,12,II
cg05332483,,10,II
cg03186425,S_Shelf,2,II
cg06003566,S_Shore,6,II
cg16456796,N_Shore,17,II
cg25727025,,3,II
cg25983854,S_Shore,22,II
cg10013343,N_Shore,13,I
cg25844265,,12,II
cg08995668,N_Shore,3,II
cg23977964,,5,II
cg07756236,,20,II
cg09556393,,6,II
cg12987453,,13,II
cg24389643,,3,II
cg05177276,,9,II
cg18056973,,3,II
cg07704718,N_Shore,3,II
cg06159087,Island,7,I
cg05185684,N_Shore,11,II
cg13561921,N_Shore,12,II
cg04531165,,14,II
cg04176995,S_Shore,6,II
cg07601093,,7,II
cg23889967,,10,II
cg21276539,S_Shelf,21,II
cg26595402,S_Shelf,16,II
cg15579567,,3,II
cg11268581,N_Shore,9,II
cg16419418,,12,II
cg15700924,,7,II
cg06818532,,3,II
cg04702360,S_Shelf,9,II
cg02996571,Island,15,I
cg21416896,S_Shore,17,II
cg17308464,Island,19,II
cg05292170,S_Shore,5,II
cg01385647,,16,II
cg22465490,,14,II
cg18462822,,13,II
cg07242901,S_Shore,12,II
cg05948127,,7,II
cg22022821,,11,II
cg07705908,,6,II
cg06887167,N_Shore,12,II
cg17266238,,21,II
cg14282349,N_Shelf,3,II
cg10364862,,16,II
cg27097762,N_Shore,14,II
cg20684399,Island,9,II
cg17005901,S_Shore,16,II
cg19591595,,10,II
cg10920065,,6,I
cg02045451,Island,10,II
cg15663145,,15,II
cg02144337,,8,II
cg20114244,N_Shore,5,II
cg17255802,Island,9,II
cg14419194,,1,II
cg15122697,,1,II
cg10030008,,1,II
cg03664893,,6,II
cg21274363,S_Shore,1,II
cg10298898,N_Shore,8,II
cg09836361,,3,II
cg00311702,,10,II
cg03780505,,22,II
cg25025297,Island,1,II
cg04703666,,19,II
cg16373456,,11,II
cg23063243,N_Shore,15,II
cg17756587,S_Shelf,10,II
cg16786111,,3,II
cg02503437,,7,II
cg09041851,,6,II
cg07222181,Island,7,II
cg11014672,,6,II
cg21570435,,17,II
cg15956716,,3,II
cg04889654,,11,II
cg21172990,,10,II
cg01454815,Island,16,I
cg26956004,,22,II
cg01637734,,1,II
cg21536616,,18,II
cg26883434,N_Shore,5,II
cg19734013,,17,II
cg26432459,,5,II
cg16755747,,20,II
cg07856006,,18,II
cg24585833,,1,II
cg24000912,N_Shelf,8,II
cg20796968,,3,II
cg14748193,,17,II
cg25237016,Island,19,II
cg22260076,Island,3,II
cg19389613,,X,II
cg14957660,,10,II
cg18086678,,12,II
cg20923628,,2,II
cg03830401,,10,II
cg10953487,,6,II
cg25830379,,15,II
cg26502343,,2,II
cg21229103,S_Shore,9,II
cg19152518,Island,12,II
cg18768063,,13,II
cg10981727,,8,II
cg18900832,,15,II
cg13219833,,X,II
cg20848939,N_Shore,12,II
cg05136889,,8,II
cg07561162,,16,II
cg07273870,,16,II
cg00021892,,1,II
cg00705661,,14,I
cg26262057,Island,11,II
cg20603630,,16,II
cg20525763,,10,II
cg06669631,,4,II
cg05455252,,12,II
cg02343813,,7,II
cg05269002,,15,II
cg24388679,,3,II
cg23360230,,6,II
cg05390091,,4,II
cg13759702,N_Shore,3,II
cg19721717,,15,II
cg14528930,Island,9,I
cg12239580,,3,II
cg25440610,,17,II
cg23682215,S_Shore,14,II
cg05180627,,2,II
cg17329476,,12,II
cg12172870,,5,II
cg14635551,,5,II
cg00732775,N_Shore,8,II
cg00811166,N_Shore,5,II
cg06683083,S_Shelf,16,II
cg22134634,Island,17,II
cg15601164,,10,II
cg17777818,,6,II
cg24954350,S_Shelf,11,II
cg04322026,,10,II
cg01540571,Island,1,II
cg25278941,,6,II
cg11225330,,1,II
cg16846465,,20,II
cg21573592,,15,II
cg12547847,,16,II
cg19083407,N_Shore,2,II
cg00886954,Island,8,I
cg05551217,N_Shore,17,II
cg09710116,,13,II
cg24639690,,6,II
cg14602909,,2,II
cg26934960,,16,II
cg07992721,Island,19,II
cg15120635,N_Shore,1,II
cg14084424,Island,6,II
cg06696927,,14,II
cg19671648,,8,II
cg00256008,,14,II
cg11052305,,17,II
cg06810118,,12,II
cg01264444,,7,II
cg11810786,,13,II
cg13172696,S_Shore,1,II
cg13364311,,2,II
cg23913941,,8,II
cg19555906,S_Shore,17,II
cg25994622,Island,19,I
cg24859937,,8,I
cg06600869,,15,II
cg18692603,,10,II
cg22431272,,2,II
cg05870072,Island,16,II
cg21991185,,3,II
cg26804381,,2,II
cg19365956,,12,II
cg24075966,S_Shore,6,II
cg12110846,,6,II
cg02960116,,22,II
cg22443219,Island,10,II
cg09095047,,10,II
cg06886751,Island,15,II
cg07959768,,3,II
cg06187356,S_Shore,20,II
cg18733902,S_Shore,9,II
cg17451062,,7,II
cg00967372,,X,II
cg20229048,N_Shore,4,II
cg13877916,,2,II
cg01749779,,3,II
cg09491962,,10,II
cg04211037,,11,II
cg13665714,S_Shore,22,II
cg04422637,S_Shore,12,II
cg04983685,Island,14,II
cg23963590,,11,II
cg01555952,,1,II
cg17515760,,2,II
cg06634628,,4,II
cg02313073,,18,II
cg06102930,S_Shore,16,II
cg04709781,N_Shore,X,II
cg18251187,,5,II
cg09276531,N_Shore,19,II
cg01457653,Island,16,II
cg02985445,N_Shore,7,II
cg04060751,,4,II
cg21623186,,14,II
cg22630628,,10,II
cg10119313,Island,21,I
cg18777143,,1,II
cg05186458,,3,II
cg12568368,,13,II
cg10889804,,18,II
cg07199412,,10,II
cg23189639,N_Shelf,3,II
cg05636869,Island,5,I
cg03663880,,7,II
cg00425017,N_Shore,11,II
cg15553783,,1,II
cg14887853,,6,II
cg15038937,,12,II
cg19597545,,8,II
cg02107461,N_Shelf,Y,II
ch.2.109048761R,,2,II
cg07890029,,X,II
cg02303074,,7,II
cg19909787,Island,10,I
cg02114070,,19,II
cg16150393,S_Shore,11,II
cg14868760,,21,II
cg13755768,N_Shore,7,II
cg24274176,S_Shelf,17,II
cg11064779,,8,II
cg23873580,,12,II
cg22479887,,8,II
cg04394341,,21,II
cg04811895,,17,II
cg11174786,,14,II
cg03847533,Island,13,II
cg05560761,,3,II
cg13280734,S_Shore,11,II
cg14913512,N_Shelf,6,II
cg08271907,,8,II
cg00680446,N_Shore,19,II
cg12998850,Island,6,II
cg08037440,Island,1,II
cg09813186,N_Shelf,22,II
cg03552522,,11,II
cg21266701,,12,II
cg07922850,,8,II
cg00409849,,5,II
cg03244616,Island,12,I
cg03595487,Island,2,II
cg06080688,Island,4,II
cg16752817,,6,II
cg13613869,,11,II
cg05246110,,11,II
cg17677190,,11,II
cg08051679,,2,II
cg25354097,S_Shore,1,II
cg08406082,,12,II
cg05597309,N_Shore,3,II
cg08023832,,6,II
cg16113336,,8,II
cg04526361,,7,II
cg25726857,Island,15,I
cg25568354,,5,II
cg11591553,S_Shore,12,II
cg01204845,,10,II
cg26152388,Island,7,II
cg19038246,,11,II
cg15027952,,22,II
cg25783892,N_Shore,10,II
cg15403149,,10,II
cg16577533,N_Shelf,3,II
cg25396971,N_Shore,5,II
cg17876429,,1,II
cg24885631,Island,10,II
cg06431459,S_Shore,19,II
cg04564793,,11,II
cg11274631,,1,II
cg26719625,,17,II
cg27350589,,2,II
cg17310259,,13,II
cg23821590,Island,1,I
cg22094927,,10,II
cg16168668,S_Shore,7,II
cg07186472,S_Shore,16,II
cg10115918,Island,17,I
cg02262037,,5,II
cg13739942,,3,II
cg10805039,,17,II
cg13730119,,2,II
cg27051752,,13,II
cg06787056,,10,II
cg15108134,S_Shore,2,II
cg12847554,Island,6,II
cg04980389,S_Shore,2,II
cg05984439,,18,II
cg26082850,S_Shore,7,II
cg21863878,Island,20,II
cg01782128,,10,II
cg07993731,,5,II
cg07369190,Island,1,II
cg05098380,N_Shore,15,II
cg01878763,,12,II
cg25333257,N_Shore,4,II
cg20784672,,20,II
cg15920739,Island,21,II
cg04384810,,14,II
cg04402693,,4,II
cg25579027,,10,II
cg26897765,Island,3,II
cg09994052,S_Shore,22,II
cg17201599,,20,II
cg23238438,S_Shelf,2,II
cg17207024,S_Shore,4,II
cg20303231,,22,II
cg27532919,,19,II
cg21888330,,13,II
cg13882393,,10,II
cg04764087,N_Shelf,21,II
cg25747596,,3,II
cg10990350,S_Shore,7,II
cg22246275,,5,II
cg05429319,N_Shore,11,II
cg13785951,N_Shelf,9,II
cg10134307,N_Shelf,14,II
cg26768532,S_Shelf,3,II
cg17191957,N_Shelf,X,II
cg07115148,,12,II
cg02318565,,16,II
cg23782952,Island,21,I
cg26745540,S_Shore,4,II
cg03282192,,18,II
cg26081900,,5,II
cg05639188,,7,II
cg09443153,,10,II
cg16712886,,3,II
cg05995891,N_Shelf,1,II
cg04884334,,17,II
cg04430244,N_Shore,5,II
cg20275739,,17,II
cg10042326,,11,II
cg07010094,N_Shore,3,I
cg24835190,,3,II
cg19165489,N_Shore,1,II
cg07845645,N_Shelf,12,II
cg26075417,,7,I
cg27614704,,1,II
cg03338543,,16,II
cg08900851,,3,II
cg17037674,S_Shore,6,II
cg19646227,,1,II
cg17501352,N_Shore,22,II
ch.5.2558853F,,5,II
cg09553187,S_Shelf,8,II
cg23436396,,1,II
cg13999774,,2,II
cg05675249,N_Shore,4,II
cg05595154,,15,II
cg04500986,S_Shore,1,II
cg02551727,,3,II
cg04640687,,13,II
cg01824508,,5,II
cg07882712,,8,II
cg08282043,,17,II
cg14615946,N_Shore,17,II
cg10982861,N_Shore,X,II
cg03111040,,4,II
cg09197895,Island,14,I
cg02175033,,14,II
cg01663055,N_Shelf,X,II
cg12649914,S_Shore,14,II
cg06131046,,8,II
cg16434365,N_Shore,16,II
cg10855282,,17,II
cg01225086,N_Shore,12,I
cg09008712,,14,II
cg17864586,,3,II
cg16941568,N_Shore,11,II
cg01957881,,5,II
cg23244129,N_Shelf,20,II
cg02484135,Island,16,II
cg16206813,,5,II
cg20154287,Island,19,II
cg05055322,,7,II
cg27485269,,8,II
ch.8.118680502R,,8,II
cg09907219,N_Shore,16,II
cg10947350,,1,II
cg05892568,Island,19,II
cg17402982,,1,II
cg04891802,,18,II
cg23402560,,1,II
cg21159260,N_Shore,5,II
cg07581849,N_Shelf,1,II
cg20225180,,16,II
cg03655147,N_Shelf,16,II
cg24217948,S_Shore,18,II
cg03230125,,1,II
cg09921555,S_Shore,20,II
cg27503970,Island,2,II
cg24790544,,19,II
cg09212489,,4,II
cg22267191,N_Shore,16,II
cg01892656,,22,II
cg03594284,,14,II
cg20944390,,12,II
cg03505346,Island,6,II
cg03903094,,16,II
cg02280486,,4,II
cg23039711,,2,II
cg07458046,,17,II
cg07221224,,17,II
cg22033559,S_Shore,17,I
cg27123327,,9,II
cg22206608,Island,10,II
cg01274770,,17,II
cg09747321,,15,II
cg12449049,,6,II
cg09934682,,X,II
cg06316114,,2,II
cg16122483,,1,II
cg21343189,,10,II
cg10352237,N_Shore,22,II
cg05786812,,16,II
cg03517967,Island,16,II
cg08675565,,4,II
cg21552995,,6,II
cg00883056,,6,II
cg19988763,Island,1,II
cg06000556,,16,II
cg04737440,,2,II
cg12814571,Island,6,II
cg11041118,,4,II
cg26790905,,1,II
cg16120485,,16,II
cg03192919,,3,II
cg02021984,,1,II
cg01778790,,16,II
cg07721027,,6,II
cg24480142,,2,II
cg25700533,,15,II
cg26976553,,1,II
cg08365687,N_Shore,3,II
cg04215408,,11,II
cg02165828,,1,II
cg16307674,Island,7,I
cg04296434,Island,20,II
cg13488788,,8,II
cg16848116,Island,19,II
cg01854886,,22,II
cg07392101,Island,19,II
cg11050612,N_Shore,3,II
cg05406230,N_Shore,1,II
cg26161297,,6,II
cg11085581,Island,10,II
cg14880608,,5,II
cg08871917,N_Shore,7,II
cg19397953,,19,II
cg21093807,Island,3,I
cg24486495,S_Shore,15,II
cg07211103,Island,12,I
cg02910018,,12,II
cg18963985,N_Shore,18,II
cg20736065,S_Shore,17,I
cg05822534,,2,II
cg10771121,,1,II
cg26025505,,11,II
cg13115440,S_Shore,3,II
cg24966089,,11,II
cg22669002,,19,II
cg09793950,,20,II
cg25749476,,8,II
cg10259643,,11,II
cg14167858,,1,II
cg09220088,N_Shore,3,II
cg06245023,,9,II
cg23528203,,2,II
cg12245084,N_Shore,11,II
cg08135389,,22,II
cg20537413,,11,II
cg04217082,S_Shore,8,II
cg13600513,,15,II
cg02858699,,21,II
cg16804666,,12,II
cg07843203,,10,II
cg26380035,,20,II
cg03149888,S_Shelf,16,II
cg16320257,N_Shelf,17,II
cg17739473,,7,II
cg14663956,Island,4,II
cg14898900,,20,II
cg09430391,S_Shore,4,II
cg16850137,Island,11,II
cg01264826,Island,2,II
cg06428742,N_Shore,16,II
cg04495106,,13,II
cg04637478,Island,5,II
cg03182528,,15,II
cg11485188,,9,II
cg19134679,,14,II
cg22081504,N_Shore,7,II
cg10145926,,14,II
cg26061593,N_Shore,4,II
cg10797095,,12,II
cg04864577,,21,II
cg10135717,S_Shore,15,II
cg14659082,S_Shore,19,II
cg22394535,N_Shore,6,II
cg00086800,,22,II
cg06526842,,15,II
cg16238632,,9,II
cg24251300,S_Shelf,19,II
cg00823000,S_Shelf,2,II
cg10487904,S_Shelf,17,II
cg05545813,,6,II
cg15888803,,14,II
cg22913031,,16,II
cg04733681,N_Shelf,6,II
cg03867871,N_Shore,9,II
cg11867620,,8,II
cg15337349,,22,II
cg06463660,,9,II
cg18008675,,2,II
cg07894501,,3,II
cg04738130,,16,II
cg10722260,N_Shore,21,II
cg22461390,Island,8,II
cg04869136,,1,II
cg14566803,,7,II
cg27161360,,2,II
cg10008593,,3,II
cg07337287,,12,II
cg25655798,,2,II
cg13362028,,2,II
cg15773198,Island,22,II
cg05846851,,16,II
cg02858005,,14,II
cg13466002,,17,I
cg22723023,,13,II
cg21381646,Island,2,I
cg06085432,,5,II
cg10926360,,10,II
cg22431753,,1,II
cg08638965,,10,II
cg08637888,,11,II
cg14304267,N_Shore,12,II
cg06708271,,5,II
cg07307789,S_Shore,12,II
cg22482801,,22,II
cg20473228,,7,II
cg10382139,S_Shore,7,II
cg22443422,,11,II
cg23685282,,3,II
cg04189845,,5,II
cg03576008,,21,II
cg03468132,,17,II
cg05171687,,19,II
cg15710856,,15,II
cg07636250,,3,II
cg05646745,S_Shore,10,II
cg19608781,N_Shelf,22,II
cg20842915,S_Shore,7,II
cg24252343,Island,21,II
cg06839255,,4,II
cg23404973,,10,II
cg25237566,,4,II
cg14372879,,1,II
cg06946447,Island,12,II
cg08353615,,5,II
cg08061565,,6,II
cg11857033,N_Shore,17,II
cg16619139,,11,II
cg27028555,Island,11,II
cg19670472,,1,II
cg07723322,N_Shore,6,I
cg01102826,N_Shore,4,II
cg18678706,N_Shelf,14,II
cg25437259,Island,3,I
cg21369679,Island,16,II
cg12341553,,6,II
cg00514241,Island,22,II
cg12156094,,8,II
cg00313981,S_Shore,1,II
cg02420939,,4,II
cg23121814,,11,II
cg12226917,,12,II
cg18295758,,5,II
cg20558272,,21,II
cg07122386,,8,II
cg13276202,S_Shore,16,II
cg16209444,,3,II
cg25369540,,7,II
cg24957601,,17,II
cg16358698,,1,II
cg04095211,,11,II
cg25840850,Island,2,II
cg16311072,,X,II
cg03214080,Island,8,II
cg25644380,S_Shore,19,II
cg15806286,,6,II
cg26452584,,10,II
cg08298207,,1,II
cg01765111,Island,1,I
cg04047674,,12,II
cg18082736,,10,II
cg08813236,Island,2,II
cg25876586,N_Shelf,8,II
cg09081596,Island,6,I
cg16580937,N_Shelf,21,II
cg15992648,,7,II
cg06389256,,6,II
cg14510641,,20,II
cg27450193,,2,II
cg06961473,Island,15,II
cg03508817,,2,II
cg16859884,Island,19,I
cg22032521,Island,11,II
cg04984422,,7,II
cg14138002,S_Shelf,18,II
cg23992918,S_Shelf,22,II
cg01096927,,3,II
cg19900235,,15,II
cg19233086,,21,II
cg04837025,Island,1,I
cg21861305,,1,II
cg08584107,,7,II
cg04132263,,13,II
cg12156548,S_Shelf,9,II
cg20354958,S_Shore,11,II
cg01752856,,8,II
cg16895486,,8,II
cg07685800,,4,II
cg26621770,S_Shore,12,II
cg14305262,S_Shore,11,II
cg11896202,,17,II
cg15438130,,10,II
cg10483660,S_Shelf,13,II
cg17022633,,4,II
cg20367223,S_Shore,8,II
cg16759891,,3,II
cg07512499,,3,II
cg01851804,N_Shore,6,II
cg11203326,,3,II
cg24675922,,1,II
cg00787996,S_Shore,6,II
cg20800221,,12,II
cg14646977,S_Shore,6,II
cg24972034,,6,II
cg08552553,,2,II
cg12489526,S_Shore,13,II
cg22312494,N_Shore,11,II
cg27423669,,13,II
cg23652725,,4,II
cg04544154,Island,X,II
cg11869499,N_Shelf,15,II
cg22870987,,7,II
cg04669407,Island,5,II
cg13340421,,17,II
cg06430854,,3,II
cg08576845,,9,II
cg14055827,,8,II
cg05832812,N_Shore,6,II
cg27232240,Island,12,II
cg19044706,S_Shore,2,I
cg10259013,,X,II
cg01557667,Island,22,II
cg18492813,Island,X,I
cg05874912,,13,II
cg19702343,,2,II
cg16468910,Island,3,II
cg06597587,,15,II
cg17690529,,2,II
cg05088356,,5,II
cg03238484,,15,II
cg18936997,,17,II
