IlmnID,Infinium_Design_Type,CHR,MAPINFO,Relation_to_UCSC_CpG_Island
cg05122437,II,13,30055092,S_Shore
cg05123138,II,13,36920987,Island
cg05124117,II,13,107568872,N_Shore
cg05125220,II,13,35522467,
cg05126147,II,13,98628060,Island
cg05128626,I,13,101327153,Island
cg05130518,II,13,21295590,N_Shore
cg05132118,II,13,33580952,
cg05134325,II,13,52423122,
cg05137358,II,13,37006127,Island
cg05138203,II,13,102104707,N_Shore
cg05142057,II,13,72971591,
cg05145534,II,13,113097975,
cg05146409,II,13,30884492,S_Shelf
cg05153735,II,13,32889515,N_Shore
cg05155893,II,13,21561985,N_Shore
cg05157360,II,13,113613660,
cg05161682,II,13,111107167,N_Shore
cg05162769,II,13,113797818,
cg05163330,II,13,114104057,
cg05165750,II,13,112819420,S_Shore
cg05165976,II,13,33113027,
cg05167916,II,13,111061859,
cg05168229,II,13,45390049,
cg05170706,I,13,112861507,
cg05170711,II,13,60648567,
cg05171480,II,13,32420488,N_Shore
cg05173758,II,13,27335096,Island
cg05175466,II,13,52586483,Island
cg05177287,II,13,52508263,
cg05178518,I,13,37573100,N_Shore
cg05179396,II,13,42206323,
cg05180121,I,13,108867893,S_Shore
cg05185146,II,13,113390125,
cg05185748,II,13,99849620,N_Shelf
cg05187651,II,13,114839346,N_Shore
cg05187700,II,13,46286964,N_Shore
cg05188268,II,13,94870787,
cg05191839,II,13,50819265,
cg05194316,I,13,98869706,
cg05197164,II,13,113724548,S_Shelf
cg05197508,II,13,34318562,
cg05200707,II,13,23471531,N_Shore
cg05201344,II,13,114304887,S_Shelf
cg05201784,I,13,74709101,Island
cg05201956,I,13,53024733,Island
cg05202389,II,13,103254958,
cg05206690,I,13,30881675,Island
cg05208581,I,13,52158459,Island
cg05210258,II,13,102569538,S_Shore
cg05215994,II,13,23310203,
cg05218357,I,13,113242438,Island
cg05219726,II,13,114302504,Island
cg05221057,I,13,112711587,Island
cg05222982,II,13,28545214,S_Shore
cg05225581,I,13,41706923,Island
cg05228196,II,13,95901718,
cg05236731,II,13,41035061,
cg05238288,II,13,25087299,S_Shore
cg05238918,II,13,113516640,
cg05244153,II,13,27653338,
cg05246775,I,13,52733382,Island
cg05247821,II,13,112986667,S_Shore
cg05255333,I,13,49550448,Island
cg05256043,II,13,95131951,
cg05256447,I,13,22245171,Island
cg05257202,II,13,99934873,
cg05257635,II,13,44543954,Island
cg05260242,II,13,28528474,Island
cg05261559,I,13,20702922,Island
cg05263953,I,13,111284778,
cg05264501,II,13,36787952,N_Shore
cg05265257,II,13,51579950,
cg05265414,II,13,110914574,N_Shelf
cg05266142,II,13,114792744,
cg05266155,II,13,44544993,Island
cg05268155,II,13,24844880,
cg05271910,II,13,100037488,
cg05272277,I,13,48575606,S_Shore
cg05272587,II,13,111038400,Island
cg05274503,I,13,74815941,
cg05278215,II,13,45451118,
cg05279330,II,13,26776254,
cg05285677,II,13,113105897,N_Shore
cg05287297,II,13,28396052,
cg05290780,II,13,39609377,N_Shelf
cg05294112,II,13,112617069,
cg05295671,II,13,79234353,S_Shore
cg05296619,II,13,114834683,N_Shore
cg05300773,II,13,24904017,S_Shore
cg05304178,II,13,114824951,
cg05307935,II,13,113406750,N_Shelf
cg05313918,I,13,91827600,Island
cg05314639,II,13,114109729,
cg05315334,I,13,113656212,Island
cg05317600,II,13,80612156,
cg05317851,II,13,112726124,N_Shore
cg05320089,II,13,111553037,
cg05324734,II,13,113467798,S_Shelf
cg05327509,II,13,101175894,
cg05328630,II,13,100506703,
cg05329135,II,13,103532420,
cg05331252,I,13,82619787,
cg05331856,II,13,40516584,
cg05334190,II,13,44880206,
cg05335186,II,13,53173507,N_Shore
cg05336395,I,13,53421688,Island
cg05337966,I,13,50510151,Island
cg05338434,II,13,112334317,
cg05344430,I,13,28366600,Island
cg05348852,II,13,111522755,
cg05361272,II,13,41383720,
cg05361594,II,13,68220805,
cg05362011,II,13,21860987,
cg05362424,I,13,71498639,
cg05362517,I,13,37393368,Island
cg05369347,I,13,112057814,S_Shelf
cg05372727,II,13,107029018,
cg05373792,II,13,27648047,
cg05376542,II,13,114067943,Island
cg05378941,II,13,41137894,
cg05380793,II,13,73301995,Island
cg05380910,II,13,39564046,
cg05383490,II,13,108518955,N_Shore
cg05384887,II,13,83371464,
cg05386249,II,13,111574089,
cg05387119,II,13,114074465,
cg05389247,I,13,80174349,
cg05392008,II,13,114101299,
cg05392495,II,13,113242739,S_Shore
cg05392949,II,13,77091333,
cg05393688,II,13,45009596,N_Shore
cg05394800,I,13,50707050,N_Shore
cg05395403,II,13,28496641,N_Shore
cg05397362,I,13,79693203,
cg05397490,II,13,33105476,
cg05399692,II,13,46190198,
cg05401522,II,13,41885092,N_Shore
cg05401839,II,13,112167237,
cg05404227,II,13,88323358,N_Shore
cg05404236,I,13,110437093,Island
cg05405594,II,13,21477483,S_Shore
cg05408094,II,13,113097633,
cg05408313,I,13,101109204,
cg05410934,II,13,41059150,
cg05411056,II,13,112852819,S_Shelf
cg05412028,I,13,95952937,N_Shore
cg05418652,II,13,19299553,N_Shore
cg05418947,II,13,106803653,
cg05419096,II,13,107467865,
cg05419752,II,13,28360524,N_Shelf
cg05420802,II,13,111932899,N_Shelf
cg05421143,I,13,53191491,Island
cg05425833,II,13,62245115,
cg05426006,II,13,45781603,
cg05426485,II,13,28528981,Island
cg05430997,II,13,110397189,
cg05431626,II,13,80054976,N_Shore
cg05433642,II,13,97873992,
cg05437446,II,13,113622743,Island
cg05438320,I,13,25746120,Island
cg05438837,II,13,20980132,
cg05439665,I,13,113656424,S_Shore
cg05439724,II,13,24038285,N_Shelf
cg05440785,II,13,112979932,
cg05441372,I,13,114185998,Island
cg05445090,II,13,21576347,S_Shelf
cg05446322,II,13,36053408,S_Shore
cg05447102,II,13,74185167,
cg05448438,I,13,41363591,Island
cg05452692,II,13,44642515,
cg05453378,II,13,51914201,
cg05453893,II,13,56169684,
cg05453924,II,13,24079390,
cg05460980,I,13,25946657,Island
cg05464008,II,13,113706721,S_Shore
cg05467447,I,13,84660772,
cg05468746,II,13,95572702,
cg05471382,II,13,112894240,N_Shore
cg05471509,II,13,114109420,
cg05471881,II,13,65249710,
cg05472841,II,13,111932857,N_Shelf
cg05482395,II,13,52582761,N_Shelf
cg05482722,II,13,52598175,
cg05487001,II,13,111838430,
cg05487082,II,13,43150833,S_Shore
cg05487210,II,13,114807638,Island
cg05490001,II,13,41885260,Island
cg05490565,II,13,37465230,
cg05491608,II,13,103346962,
cg05493770,II,13,53391817,
cg05493945,II,13,107163855,
cg05494465,I,13,74710406,S_Shore
cg05494604,I,13,23733862,Island
cg05501766,I,13,21714307,Island
cg05502376,I,13,112861499,
cg05505763,I,13,103020269,
cg05505803,I,13,96296997,Island
cg05506581,II,13,27072501,
cg05506829,II,13,47472349,
cg05508048,II,13,52027321,Island
cg05508408,II,13,114138019,
cg05510902,I,13,72439698,Island
cg05510976,II,13,26477773,
cg05512561,II,13,33925656,S_Shore
cg05512844,II,13,113489992,N_Shelf
cg05514401,II,13,110436111,Island
cg05514854,II,13,97970032,
cg05516537,II,13,114239958,
cg05519658,II,13,112817912,Island
cg05520353,II,13,113597554,Island
cg05539101,II,13,113798144,
cg05539841,II,13,44204358,
cg05542757,II,13,39260429,N_Shore
cg05544840,II,13,44716513,S_Shore
cg05546034,II,13,52702856,Island
cg05562823,II,13,111460277,
cg05563033,II,13,101174060,
cg05567726,I,13,48874740,N_Shelf
cg05567734,I,13,114108713,
cg05567813,II,13,41710852,S_Shelf
cg05572417,I,13,113637815,S_Shore
cg05573818,II,13,114782020,Island
cg05577945,II,13,78271874,Island
cg05583784,II,13,109860137,
cg05584070,II,13,111329221,N_Shore
cg05585947,II,13,20699452,N_Shelf
cg05586911,II,13,45492329,
cg05591196,I,13,88944177,
cg05597554,I,13,46038994,Island
cg05597850,I,13,113803468,Island
cg05598562,I,13,28674876,Island
cg05600496,II,13,80357187,
cg05600717,II,13,52378744,S_Shore
cg05604486,II,13,38173002,
cg05605149,I,13,79980081,Island
cg05606948,I,13,24408286,
cg05608383,II,13,114166135,S_Shore
cg05610131,II,13,112870576,
cg05614176,I,13,113242512,Island
cg05615443,II,13,47012103,Island
cg05616608,II,13,114999652,N_Shore
cg05617039,II,13,76055293,Island
cg05617469,II,13,100624281,Island
cg05619586,II,13,33708278,
cg05621157,II,13,99404279,N_Shore
cg05622300,I,13,21259004,
cg05623392,II,13,36166512,
cg05623781,II,13,114807633,Island
cg05627390,II,13,108871167,Island
cg05629821,II,13,113436400,N_Shelf
cg05629931,II,13,113512709,
cg05630517,II,13,21838110,S_Shelf
cg05635923,II,13,36944451,
cg05638594,II,13,113552563,Island
cg05639937,II,13,36706701,S_Shore
cg05640533,I,13,111286999,N_Shelf
cg05644498,I,13,37493547,N_Shore
cg05645398,II,13,100583767,
cg05645787,II,13,101285074,
cg05656497,II,13,110809038,
cg05656990,I,13,23310635,
cg05660881,II,13,24798240,
cg05664833,II,13,40107878,
cg05665326,II,13,75814418,
cg05666130,II,13,33083560,
cg05666423,II,13,60970705,Island
cg05668422,II,13,114026346,S_Shelf
cg05669497,II,13,113655468,N_Shore
cg05673110,II,13,37269461,
cg05673756,I,13,102068650,Island
cg05681148,I,13,28195812,Island
cg05683203,II,13,111670642,Island
cg05687227,II,13,114803626,Island
cg05692319,I,13,103249370,Island
cg05695106,II,13,114780992,Island
cg05698020,I,13,111163978,N_Shore
cg05699739,II,13,47373579,S_Shelf
cg05705096,II,13,113724113,S_Shore
cg05706719,II,13,31897413,
cg05708385,II,13,96199677,
cg05709657,II,13,96206104,S_Shore
cg05713753,II,13,110526199,S_Shelf
cg05714479,II,13,21634945,Island
cg05714563,I,13,48807179,Island
cg05717677,II,13,109318335,
cg05719720,I,13,25254963,Island
cg05721478,II,13,39611454,N_Shore
cg05724742,II,13,46559785,
cg05725090,I,13,113242514,Island
cg05730108,II,13,99095003,
cg05732646,I,13,41706942,Island
cg05734176,I,13,111214239,Island
cg05734877,I,13,111299462,N_Shore
cg05737007,II,13,112668176,N_Shore
cg05739286,II,13,27744962,
cg05749548,I,13,48611855,Island
cg05749971,I,13,50655696,Island
cg05750394,I,13,51483859,Island
cg05754322,II,13,50019081,S_Shore
cg05756754,II,13,98885809,
cg05757365,II,13,88328471,N_Shore
cg05757376,II,13,36516069,
cg05762221,I,13,106912912,
cg05765990,II,13,114782675,Island
cg05769384,II,13,45691281,N_Shelf
cg05770471,II,13,53774217,N_Shore
cg05770837,II,13,45915717,S_Shore
cg05771094,II,13,113119774,N_Shore
cg05772205,I,13,28712670,Island
cg05775032,II,13,62516163,
cg05776861,II,13,111839160,
cg05777554,I,13,79980340,Island
cg05779595,II,13,112836631,
cg05784856,I,13,103821459,
cg05785994,II,13,35515972,
cg05787378,II,13,113333851,
cg05788089,I,13,114082984,N_Shelf
cg05791018,II,13,19965014,Island
cg05792022,I,13,41239732,Island
cg05793323,II,13,24734318,N_Shore
cg05794119,I,13,52586375,Island
cg05799596,II,13,114909333,N_Shelf
cg05801989,I,13,48808152,S_Shore
cg05807291,II,13,95131809,
cg05810323,I,13,52733664,Island
cg05810731,II,13,91049886,
cg05815042,II,13,32886742,S_Shore
cg05815363,II,13,34388417,N_Shelf
cg05815436,I,13,20781165,
cg05817443,II,13,112076845,
cg05818394,II,13,31041124,
cg05820861,I,13,24882296,Island
cg05821816,I,13,100741197,Island
cg05823029,II,13,114312758,
cg05823812,II,13,48478546,
cg05825855,II,13,75770262,
cg05827312,II,13,28394966,
cg05827468,I,13,90015633,Island
cg05829548,II,13,96087962,S_Shore
cg05830425,II,13,21654356,
cg05832823,II,13,75859662,
cg05833651,II,13,114240944,
cg05833851,II,13,100548910,Island
cg05838727,I,13,20437270,Island
cg05840412,II,13,49145436,
cg05844409,II,13,21256174,
cg05845236,I,13,67804635,Island
cg05845403,II,13,96293882,Island
cg05848894,II,13,110640814,
cg05849857,I,13,39261425,Island
cg05850327,I,13,20768236,S_Shore
cg05851866,II,13,108955075,
cg05852786,II,13,111466326,S_Shore
cg05853194,II,13,73330130,
cg05855588,I,13,33590273,Island
cg05858290,II,13,113335484,
cg05867762,II,13,51210877,
cg05867960,II,13,111366057,Island
cg05868813,II,13,26594483,
cg05873889,II,13,44948152,Island
cg05876564,I,13,107144036,N_Shore
cg05877118,II,13,100506823,
cg05878103,II,13,63057588,
cg05878535,II,13,45831942,
cg05887047,II,13,114270659,
cg05888037,II,13,31506270,
cg05889541,II,13,103245138,N_Shelf
cg05892806,II,13,114305746,S_Shelf
cg05895453,II,13,41768968,S_Shore
cg05898123,I,13,21549161,
cg05900955,II,13,114918509,S_Shelf
cg05902527,II,13,56236197,
cg05904889,II,13,24734712,N_Shore
cg05905988,II,13,108520481,Island
cg05907821,II,13,114074394,
cg05911765,II,13,114089581,S_Shelf
cg05912299,II,13,100217962,
cg05915316,II,13,112710548,Island
cg05915727,I,13,114892576,
cg05916509,II,13,21140743,N_Shore
cg05917508,II,13,28542434,Island
cg05918473,I,13,32885580,Island
cg05918715,II,13,26622819,N_Shore
cg05921316,II,13,25690906,
cg05923519,II,13,47237842,
cg05924734,II,13,68683094,
cg05926266,I,13,39612065,Island
cg05926425,I,13,114281749,S_Shore
cg05927742,I,13,36872166,S_Shore
cg05931312,II,13,52703328,Island
cg05933736,II,13,109248331,
cg05938018,II,13,103249092,Island
cg05939926,II,13,111880027,
cg05941641,II,13,114129580,
cg05942964,II,13,50962761,
cg05950276,II,13,101294310,
cg05958294,II,13,113834216,
cg05959994,II,13,114253916,
cg05961272,II,13,77399130,
cg05963087,II,13,44267685,
cg05963211,II,13,47218698,
cg05964487,II,13,40747228,S_Shore
cg05965387,II,13,51418053,Island
cg05965902,II,13,21635727,Island
cg05966045,II,13,30423326,N_Shore
cg05967403,II,13,28367245,Island
cg05968268,II,13,97656988,
cg05969306,II,13,48612661,S_Shore
cg05969360,II,13,80443435,
cg05969445,II,13,113465029,S_Shore
cg05972352,I,13,113663373,Island
cg05974232,II,13,79233273,Island
cg05977934,I,13,24030620,
cg05981896,II,13,115003939,S_Shelf
cg05984045,II,13,27747292,
cg05986831,II,13,20135998,Island
cg06001519,II,13,23500838,Island
cg06014307,II,13,112728576,S_Shore
cg06016577,II,13,79307625,
cg06018095,II,13,46550134,
cg06018296,II,13,52707138,S_Shelf
cg06019692,I,13,20207818,Island
cg06020661,II,13,47472138,
cg06020727,II,13,113490012,N_Shelf
cg06021990,II,13,28912746,
cg06026880,II,13,41384974,
cg06031422,II,13,76099592,
cg06033859,II,13,113947686,N_Shelf
cg06034127,II,13,24844852,
cg06035369,I,13,37633548,Island
cg06038342,II,13,114864808,S_Shelf
cg06038599,II,13,112705308,N_Shelf
cg06038701,II,13,49280257,
cg06040882,II,13,65259134,
cg06042012,II,13,114179934,
cg06047020,II,13,93877835,N_Shore
cg06048102,II,13,51575027,
cg06048193,II,13,81258755,
cg06048436,I,13,43938637,
cg06049868,II,13,112717707,S_Shore
cg06051243,II,13,28024682,Island
cg06057566,II,13,78493561,S_Shore
cg06060137,II,13,72650518,
cg06061449,I,13,113667207,Island
cg06063856,I,13,52378530,Island
cg06064098,II,13,114310718,
cg06064636,I,13,114324615,
cg06067032,I,13,26796571,Island
cg06069407,II,13,114187548,S_Shore
cg06071604,II,13,100069110,
cg06072822,I,13,113652069,S_Shelf
cg06074146,II,13,21298449,S_Shelf
cg06076901,II,13,31947683,
cg06081220,II,13,67611071,
cg06082318,II,13,101630201,
cg06084210,II,13,103754324,
cg06092382,II,13,23387932,
cg06093354,I,13,48611687,Island
cg06094043,II,13,25820885,
cg06096913,II,13,43230376,
cg06096994,I,13,41635664,Island
cg06100461,I,13,52419380,
cg06101725,I,13,40230077,Island
cg06102790,I,13,45992569,Island
cg06106063,II,13,78550939,
cg06106103,II,13,28493012,N_Shore
cg06109238,II,13,99017232,
cg06111305,II,13,98086784,Island
cg06112554,II,13,112255453,
cg06114087,II,13,53423940,N_Shore
cg06116009,II,13,91827542,Island
cg06116255,II,13,112668240,N_Shore
cg06125080,II,13,64189052,
cg06125576,I,13,80913340,Island
cg06126864,I,13,110781645,
cg06133205,II,13,50701960,Island
cg06133910,I,13,34185230,
cg06135008,II,13,111637435,
cg06135282,II,13,86370102,
cg06136472,II,13,48617922,
cg06137852,II,13,28545283,S_Shore
cg06138931,II,13,21896616,N_Shelf
cg06143522,II,13,88330200,S_Shore
cg06145081,II,13,100384504,
cg06146910,II,13,41706728,Island
cg06146977,II,13,43469464,
cg06147196,II,13,112507915,
cg06149212,II,13,93932639,
cg06150803,II,13,24144257,
cg06155414,II,13,97893311,
cg06159375,II,13,54081998,
cg06170065,II,13,22415340,
cg06172950,II,13,46075084,
cg06175001,II,13,114323051,
cg06178054,II,13,41495913,Island
cg06178492,I,13,110835673,
cg06178915,II,13,103498655,Island
cg06179060,I,13,78493012,Island
cg06183336,I,13,112196813,N_Shelf
cg06183559,II,13,95357818,Island
cg06183577,II,13,76123853,Island
cg06186301,II,13,92050781,N_Shore
cg06186683,II,13,47128607,Island
cg06188214,I,13,27259967,
cg06192058,I,13,55628673,
cg06193439,II,13,107145409,Island
cg06195193,II,13,20741008,
cg06201247,II,13,77570145,S_Shelf
cg06205746,II,13,114087393,S_Shore
cg06206670,II,13,113436564,N_Shelf
cg06211041,I,13,98382864,
cg06211323,I,13,109248488,
cg06212336,II,13,29353104,Island
cg06214253,II,13,73438525,
cg06214334,II,13,19957032,
cg06214606,II,13,111303340,S_Shore
cg06215457,II,13,46190028,
cg06215562,II,13,82344645,
cg06215691,II,13,26624487,N_Shore
cg06220521,II,13,95254216,Island
cg06228648,II,13,26040175,N_Shelf
cg06228828,II,13,50653048,N_Shelf
cg06230513,II,13,76069242,
cg06231581,II,13,112903693,
cg06234050,I,13,100089372,
cg06242471,II,13,27843250,N_Shore
cg06243866,I,13,111019493,
cg06245962,I,13,103426301,Island
cg06254406,II,13,103450982,Island
cg06255524,II,13,96328888,Island
cg06255601,II,13,51086835,
cg06257353,I,13,33161395,Island
cg06257454,I,13,112059984,N_Shelf
cg06258529,II,13,111277423,Island
cg06258842,I,13,111672375,Island
cg06259025,I,13,52769875,Island
cg06259833,II,13,85236533,
cg06260815,I,13,37005115,N_Shore
cg06264663,II,13,21563415,Island
cg06265841,II,13,100153613,Island
cg06266227,II,13,113535686,N_Shore
cg06272611,II,13,29068567,Island
cg06282240,II,13,25497044,Island
cg06293108,II,13,110438256,Island
cg06301555,II,13,29158152,
cg06302818,I,13,50708043,S_Shore
cg06303171,II,13,107843983,
cg06303574,II,13,98082992,N_Shelf
cg06303875,II,13,28543515,Island
cg06309788,II,13,40026426,
cg06310927,I,13,114292220,N_Shore
cg06311103,II,13,31579287,
cg06312221,II,13,55373388,
cg06313119,I,13,103046736,Island
cg06318753,II,13,100633154,Island
cg06322064,II,13,49280411,
cg06326278,I,13,114827493,
cg06326425,II,13,93886487,
cg06329392,I,13,40762435,
cg06330289,II,13,114062507,
cg06331700,II,13,22661121,
cg06333307,II,13,43934146,
cg06334400,II,13,52585315,Island
cg06339974,I,13,20437949,Island
cg06340704,II,13,97877417,
cg06342072,II,13,50985639,
cg06343869,I,13,115079967,Island
cg06348985,II,13,28122332,
cg06349628,II,13,20711042,Island
cg06350542,I,13,113630878,N_Shelf
cg06351144,II,13,113139584,N_Shore
cg06354455,I,13,114054873,N_Shore
cg06357999,II,13,62182454,
cg06366789,II,13,100486596,
cg06369155,II,13,30985378,S_Shelf
cg06373660,II,13,81414986,
cg06376130,II,13,114019124,Island
cg06376558,II,13,106882564,
cg06377362,I,13,113500867,S_Shelf
cg06377626,II,13,103454176,S_Shore
cg06378494,II,13,24153531,Island
cg06380691,II,13,114828264,
cg06391483,I,13,111303698,S_Shelf
cg06391663,II,13,23415887,S_Shelf
cg06394460,II,13,28130393,
cg06396119,II,13,49792767,N_Shore
cg06398335,II,13,101161616,
cg06398482,II,13,77411461,
cg06398883,I,13,113007794,
cg06408679,II,13,112818938,Island
cg06409741,II,13,114767222,Island
cg06428163,II,13,96204856,Island
cg06437740,II,13,48575927,S_Shore
cg06437862,II,13,19756096,
cg06438530,II,13,75196940,
cg06440361,II,13,50590075,
cg06446668,II,13,108519752,Island
cg06447378,II,13,39358893,
cg06447424,II,13,20875743,Island
cg06451030,II,13,111145592,
cg06452665,I,13,43148436,Island
cg06455190,II,13,19451923,S_Shelf
cg06455422,II,13,98875360,
cg06457396,I,13,103426286,Island
cg06459020,I,13,27825451,Island
